Zip Code,Place Name,State,State Abbreviation,County,Latitude,Longitude
92088,Fallbrook,California,CA,San Diego,33.3764,-117.2511
92091,Rancho Santa Fe,California,CA,San Diego,32.9623,-117.0462
92092,La Jolla,California,CA,San Diego,32.8473,-117.2742
92093,La Jolla,California,CA,San Diego,32.8473,-117.2742
92096,San Marcos,California,CA,San Diego,33.1434,-117.1661
92101,San Diego,California,CA,San Diego,32.7185,-117.1593
92102,San Diego,California,CA,San Diego,32.7139,-117.1219
92103,San Diego,California,CA,San Diego,32.7466,-117.1636
92104,San Diego,California,CA,San Diego,32.7454,-117.1272
92105,San Diego,California,CA,San Diego,32.7423,-117.0947
92106,San Diego,California,CA,San Diego,32.7272,-117.2268
92107,San Diego,California,CA,San Diego,32.7425,-117.2433
92108,San Diego,California,CA,San Diego,32.7783,-117.1335
92109,San Diego,California,CA,San Diego,32.7969,-117.2405
92110,San Diego,California,CA,San Diego,32.7635,-117.2028
92111,San Diego,California,CA,San Diego,32.7972,-117.1708
92112,San Diego,California,CA,San Diego,32.7153,-117.1573
92113,San Diego,California,CA,San Diego,32.697,-117.1153
92114,San Diego,California,CA,San Diego,32.7059,-117.0524
92115,San Diego,California,CA,San Diego,32.7607,-117.0721
92116,San Diego,California,CA,San Diego,32.7624,-117.1242
92117,San Diego,California,CA,San Diego,32.8239,-117.1965
92118,Coronado,California,CA,San Diego,32.6807,-117.1698
92119,San Diego,California,CA,San Diego,32.8036,-117.0261
92120,San Diego,California,CA,San Diego,32.7958,-117.0707
92121,San Diego,California,CA,San Diego,32.8919,-117.2035
92122,San Diego,California,CA,San Diego,32.8577,-117.2115
92123,San Diego,California,CA,San Diego,32.7973,-117.1392
92124,San Diego,California,CA,San Diego,32.8201,-117.0986
92126,San Diego,California,CA,San Diego,32.9161,-117.1402
92127,San Diego,California,CA,San Diego,33.0279,-117.0856
92128,San Diego,California,CA,San Diego,33.0067,-117.069
92129,San Diego,California,CA,San Diego,32.9652,-117.1213
92130,San Diego,California,CA,San Diego,32.9555,-117.2252
92131,San Diego,California,CA,San Diego,32.9123,-117.0898
92132,San Diego,California,CA,San Diego,32.6437,-117.1384
92134,San Diego,California,CA,San Diego,32.7242,-117.1466
92135,San Diego,California,CA,San Diego,32.7153,-117.1573
92136,San Diego,California,CA,San Diego,32.6834,-117.1219
92137,San Diego,California,CA,San Diego,32.8538,-117.1197
92138,San Diego,California,CA,San Diego,32.7153,-117.1573
92139,San Diego,California,CA,San Diego,32.6806,-117.0474
92140,San Diego,California,CA,San Diego,32.7434,-117.2004
92142,San Diego,California,CA,San Diego,32.7153,-117.1573
92143,San Ysidro,California,CA,San Diego,33.2553,-116.5664
92145,San Diego,California,CA,San Diego,32.8891,-117.1005
92147,San Diego,California,CA,San Diego,32.7153,-117.1573
92149,San Diego,California,CA,San Diego,32.7153,-117.1573
92150,San Diego,California,CA,San Diego,32.7153,-117.1573
92152,San Diego,California,CA,San Diego,32.7153,-117.1573
92153,San Diego,California,CA,San Diego,32.7153,-117.1573
92154,San Diego,California,CA,San Diego,32.5753,-117.0707
92155,San Diego,California,CA,San Diego,32.6716,-117.1657
92158,San Diego,California,CA,San Diego,32.7153,-117.1573
92159,San Diego,California,CA,San Diego,32.7153,-117.1573
92160,San Diego,California,CA,San Diego,32.7153,-117.1573
92161,San Diego,California,CA,San Diego,32.8718,-117.2291
92163,San Diego,California,CA,San Diego,32.7153,-117.1573
92165,San Diego,California,CA,San Diego,32.7153,-117.1573
92166,San Diego,California,CA,San Diego,32.7153,-117.1573
92167,San Diego,California,CA,San Diego,32.7153,-117.1573
92168,San Diego,California,CA,San Diego,32.7153,-117.1573
92169,San Diego,California,CA,San Diego,32.7153,-117.1573
92170,San Diego,California,CA,San Diego,32.7153,-117.1573
92171,San Diego,California,CA,San Diego,32.7153,-117.1573
92172,San Diego,California,CA,San Diego,32.7153,-117.1573
92173,San Ysidro,California,CA,San Diego,32.5626,-117.043
92174,San Diego,California,CA,San Diego,32.7153,-117.1573
92175,San Diego,California,CA,San Diego,32.7153,-117.1573
92176,San Diego,California,CA,San Diego,32.7153,-117.1573
92177,San Diego,California,CA,San Diego,32.7153,-117.1573
92178,Coronado,California,CA,San Diego,32.6859,-117.1831
92179,San Diego,California,CA,San Diego,32.7153,-117.1573
92182,San Diego,California,CA,San Diego,32.7751,-117.0762
92186,San Diego,California,CA,San Diego,32.7153,-117.1573
92187,San Diego,California,CA,San Diego,32.7153,-117.1573
92190,San Diego,California,CA,San Diego,32.7153,-117.1573
92191,San Diego,California,CA,San Diego,32.7153,-117.1573
92192,San Diego,California,CA,San Diego,32.7153,-117.1573
92193,San Diego,California,CA,San Diego,32.7153,-117.1573
92195,San Diego,California,CA,San Diego,32.7153,-117.1573
92196,San Diego,California,CA,San Diego,32.7153,-117.1573
92197,San Diego,California,CA,San Diego,32.7153,-117.1573
92198,San Diego,California,CA,San Diego,32.7153,-117.1573
92199,San Diego,California,CA,San Diego,32.7516,-117.1918
92201,Indio,California,CA,Riverside,33.7207,-116.2168
92202,Indio,California,CA,Riverside,33.7529,-116.0556
92203,Indio,California,CA,Riverside,33.7532,-116.2676
92210,Indian Wells,California,CA,Riverside,33.7163,-116.3381
92211,Palm Desert,California,CA,Riverside,33.7644,-116.3398
92220,Banning,California,CA,Riverside,33.9282,-116.8899
92222,Bard,California,CA,Imperial,32.7822,-114.5619
92223,Beaumont,California,CA,Riverside,33.9504,-116.9701
92225,Blythe,California,CA,Riverside,33.6103,-114.5963
92226,Blythe,California,CA,Riverside,33.5987,-114.6525
92227,Brawley,California,CA,Imperial,32.9792,-115.5296
92230,Cabazon,California,CA,Riverside,33.9086,-116.7739
92231,Calexico,California,CA,Imperial,32.6832,-115.5028
92232,Calexico,California,CA,Imperial,32.6789,-115.4989
92233,Calipatria,California,CA,Imperial,33.167,-115.5114
92234,Cathedral City,California,CA,Riverside,33.8098,-116.4665
92235,Cathedral City,California,CA,Riverside,33.7797,-116.4653
92236,Coachella,California,CA,Riverside,33.675,-116.1772
92239,Desert Center,California,CA,Riverside,33.809,-115.3666
92240,Desert Hot Springs,California,CA,Riverside,33.9531,-116.5219
92241,Desert Hot Springs,California,CA,Riverside,33.8763,-116.354
92242,Earp,California,CA,San Bernardino,34.1652,-114.3197
92243,El Centro,California,CA,Imperial,32.7893,-115.5665
92244,El Centro,California,CA,Imperial,32.7948,-115.6927
92247,La Quinta,California,CA,Riverside,33.6736,-116.2951
92248,La Quinta,California,CA,San Bernardino,33.6736,-116.2951
92249,Heber,California,CA,Imperial,32.7218,-115.4383
92250,Holtville,California,CA,Imperial,32.8104,-115.3775
92251,Imperial,California,CA,Imperial,32.847,-115.573
92252,Joshua Tree,California,CA,San Bernardino,34.1502,-116.3038
92253,La Quinta,California,CA,Riverside,33.6685,-116.3081
92254,Mecca,California,CA,Riverside,33.545,-116.0187
92255,Palm Desert,California,CA,Riverside,33.7225,-116.377
92256,Morongo Valley,California,CA,San Bernardino,34.0606,-116.5656
92257,Niland,California,CA,Imperial,33.3784,-115.6965
92258,North Palm Springs,California,CA,Riverside,33.9228,-116.5431
92259,Ocotillo,California,CA,Imperial,32.7387,-115.9942
92260,Palm Desert,California,CA,Riverside,33.7225,-116.377
92261,Palm Desert,California,CA,Riverside,33.6604,-116.4082
92262,Palm Springs,California,CA,Riverside,33.8414,-116.5347
92263,Palm Springs,California,CA,Riverside,33.7611,-116.5359
92264,Palm Springs,California,CA,Riverside,33.8018,-116.517
92266,Palo Verde,California,CA,Imperial,33.3696,-114.7355
92267,Parker Dam,California,CA,San Bernardino,34.2872,-114.143
92268,Pioneertown,California,CA,San Bernardino,34.1887,-116.5048
92270,Rancho Mirage,California,CA,Riverside,33.7643,-116.4225
92273,Seeley,California,CA,Imperial,32.7941,-115.6948
92274,Thermal,California,CA,Riverside,33.5578,-116.1572
92275,Salton City,California,CA,Imperial,33.3092,-115.9578
92276,Thousand Palms,California,CA,Riverside,33.8082,-116.3713
92277,Twentynine Palms,California,CA,San Bernardino,34.1455,-116.0601
92278,Twentynine Palms,California,CA,San Bernardino,34.238,-116.0604
92280,Vidal,California,CA,San Bernardino,34.1561,-114.5656
92281,Westmorland,California,CA,Imperial,33.038,-115.5914
92282,Whitewater,California,CA,Riverside,33.989,-116.6566
92283,Winterhaven,California,CA,Imperial,32.9818,-114.6854
92284,Yucca Valley,California,CA,San Bernardino,34.1559,-116.4313
92285,Landers,California,CA,San Bernardino,34.3103,-116.5241
92286,Yucca Valley,California,CA,San Bernardino,34.1803,-116.35
92301,Adelanto,California,CA,San Bernardino,34.5841,-117.4242
92304,Amboy,California,CA,San Bernardino,34.5578,-115.7444
92305,Angelus Oaks,California,CA,San Bernardino,34.1531,-116.9485
92307,Apple Valley,California,CA,San Bernardino,34.5291,-117.2132
92308,Apple Valley,California,CA,San Bernardino,34.4698,-117.1927
92309,Baker,California,CA,San Bernardino,35.3606,-116.0638
92310,Fort Irwin,California,CA,San Bernardino,35.2625,-116.6966
92311,Barstow,California,CA,San Bernardino,34.8914,-117.0387
92312,Barstow,California,CA,San Bernardino,34.8986,-117.0228
92313,Grand Terrace,California,CA,San Bernardino,34.031,-117.3129
92314,Big Bear City,California,CA,San Bernardino,34.261,-116.8131
92315,Big Bear Lake,California,CA,San Bernardino,34.235,-116.9053
92316,Bloomington,California,CA,San Bernardino,34.0662,-117.3993
92317,Blue Jay,California,CA,San Bernardino,34.2112,-117.0796
92318,Bryn Mawr,California,CA,San Bernardino,34.0483,-117.2309
92320,Calimesa,California,CA,Riverside,33.9946,-117.043
92321,Cedar Glen,California,CA,San Bernardino,34.2545,-117.1533
92322,Cedarpines Park,California,CA,San Bernardino,34.2544,-117.3265
92323,Cima,California,CA,San Bernardino,35.2378,-115.4992
92324,Colton,California,CA,San Bernardino,34.0315,-117.2874
92325,Crestline,California,CA,San Bernardino,34.2433,-117.2811
92327,Daggett,California,CA,San Bernardino,34.8668,-116.8876
92328,Death Valley,California,CA,Inyo,36.4672,-116.8937
92329,Phelan,California,CA,San Bernardino,34.4261,-117.5723
92331,Fontana,California,CA,Imperial,34.0922,-117.4612
92332,Essex,California,CA,San Bernardino,34.5881,-115.5771
92333,Fawnskin,California,CA,San Bernardino,34.2583,-116.9515
92334,Fontana,California,CA,San Bernardino,34.0922,-117.435
92335,Fontana,California,CA,San Bernardino,34.0794,-117.4551
92336,Fontana,California,CA,San Bernardino,34.1173,-117.4378
92337,Fontana,California,CA,San Bernardino,34.0498,-117.4706
92338,Ludlow,California,CA,San Bernardino,34.7211,-116.16
92339,Forest Falls,California,CA,San Bernardino,34.0937,-116.9362
92340,Hesperia,California,CA,San Bernardino,34.4264,-117.3009
92341,Green Valley Lake,California,CA,San Bernardino,34.2348,-117.066
92342,Helendale,California,CA,San Bernardino,34.7499,-117.3367
92344,Hesperia,California,CA,San Bernardino,34.4239,-117.4075
92345,Hesperia,California,CA,San Bernardino,34.4222,-117.3025
92346,Highland,California,CA,San Bernardino,34.1283,-117.2087
92347,Hinkley,California,CA,San Bernardino,34.9279,-117.1809
92350,Loma Linda,California,CA,San Bernardino,34.0483,-117.2612
92352,Lake Arrowhead,California,CA,San Bernardino,34.2606,-117.2016
92354,Loma Linda,California,CA,San Bernardino,34.0528,-117.2513
92356,Lucerne Valley,California,CA,San Bernardino,34.447,-116.9189
92357,Loma Linda,California,CA,San Bernardino,34.0483,-117.2612
92358,Lytle Creek,California,CA,San Bernardino,34.2558,-117.5186
92359,Mentone,California,CA,San Bernardino,34.0774,-117.1126
92363,Needles,California,CA,San Bernardino,34.7824,-114.5871
92364,Nipton,California,CA,San Bernardino,35.4667,-115.2722
92365,Newberry Springs,California,CA,San Bernardino,34.885,-116.7464
92366,Mountain Pass,California,CA,San Bernardino,35.4703,-115.545
92368,Oro Grande,California,CA,San Bernardino,34.6178,-117.3327
92369,Patton,California,CA,San Bernardino,34.1358,-117.2239
92371,Phelan,California,CA,San Bernardino,34.4449,-117.5196
92372,Pinon Hills,California,CA,San Bernardino,34.4429,-117.6403
92373,Redlands,California,CA,San Bernardino,34.0397,-117.1804
92374,Redlands,California,CA,San Bernardino,34.065,-117.1672
92375,Redlands,California,CA,San Bernardino,34.0556,-117.1825
92376,Rialto,California,CA,San Bernardino,34.1132,-117.3771
92377,Rialto,California,CA,San Bernardino,34.1561,-117.4042
92378,Rimforest,California,CA,San Bernardino,34.2297,-117.225
92382,Running Springs,California,CA,San Bernardino,34.2102,-117.1109
92384,Shoshone,California,CA,Inyo,35.8992,-116.2645
92385,Skyforest,California,CA,San Bernardino,34.2353,-117.1792
92386,Sugarloaf,California,CA,San Bernardino,34.2372,-116.8277
92389,Tecopa,California,CA,Inyo,35.9021,-116.1544
92391,Twin Peaks,California,CA,San Bernardino,34.2379,-117.2348
92392,Victorville,California,CA,San Bernardino,34.4802,-117.4082
92393,Victorville,California,CA,San Bernardino,34.5361,-117.2912
92394,Victorville,California,CA,San Bernardino,34.5563,-117.3528
92395,Victorville,California,CA,San Bernardino,34.5016,-117.2944
92397,Wrightwood,California,CA,San Bernardino,34.3628,-117.6249
92398,Yermo,California,CA,San Bernardino,34.905,-116.8203
92399,Yucaipa,California,CA,San Bernardino,34.0282,-117.0489
92401,San Bernardino,California,CA,San Bernardino,34.1105,-117.2898
92402,San Bernardino,California,CA,San Bernardino,34.1083,-117.2898
92403,San Bernardino,California,CA,San Bernardino,34.1083,-117.2898
92404,San Bernardino,California,CA,San Bernardino,34.1426,-117.2606
92405,San Bernardino,California,CA,San Bernardino,34.1446,-117.3013
92406,San Bernardino,California,CA,San Bernardino,34.1083,-117.2898
92407,San Bernardino,California,CA,San Bernardino,34.2166,-117.3908
92408,San Bernardino,California,CA,San Bernardino,34.0831,-117.2711
92410,San Bernardino,California,CA,San Bernardino,34.1069,-117.2975
92411,San Bernardino,California,CA,San Bernardino,34.1214,-117.3172
92413,San Bernardino,California,CA,San Bernardino,34.1083,-117.2898
92415,San Bernardino,California,CA,San Bernardino,34.1083,-117.2898
92418,San Bernardino,California,CA,San Bernardino,34.1083,-117.2898
92423,San Bernardino,California,CA,San Bernardino,34.1083,-117.2898
92427,San Bernardino,California,CA,San Bernardino,34.1083,-117.2898
92501,Riverside,California,CA,Riverside,33.9924,-117.3694
92502,Riverside,California,CA,Riverside,33.9533,-117.3962
92503,Riverside,California,CA,Riverside,33.9208,-117.4589
92504,Riverside,California,CA,Riverside,33.9315,-117.4119
92505,Riverside,California,CA,Riverside,33.9228,-117.4867
92506,Riverside,California,CA,Riverside,33.9455,-117.3757
92507,Riverside,California,CA,Riverside,33.9761,-117.3389
92508,Riverside,California,CA,Riverside,33.8897,-117.3043
92509,Riverside,California,CA,Riverside,34.0033,-117.445
92513,Riverside,California,CA,Riverside,33.9533,-117.3962
92514,Riverside,California,CA,Riverside,33.9533,-117.3962
92515,Riverside,California,CA,Riverside,33.9533,-117.3962
92516,Riverside,California,CA,Riverside,33.9533,-117.3962
92517,Riverside,California,CA,Riverside,33.9533,-117.3962
92518,March Air Reserve Base,California,CA,Riverside,33.9533,-117.3962
92519,Riverside,California,CA,Riverside,33.9533,-117.3962
92521,Riverside,California,CA,Riverside,33.9533,-117.3962
92522,Riverside,California,CA,Riverside,33.9533,-117.3962
92530,Lake Elsinore,California,CA,Riverside,33.6598,-117.3485
92531,Lake Elsinore,California,CA,Riverside,33.6681,-117.3273
92532,Lake Elsinore,California,CA,Riverside,33.6927,-117.303
92536,Aguanga,California,CA,Riverside,33.4473,-116.7997
92539,Anza,California,CA,Riverside,33.5688,-116.7135
92543,Hemet,California,CA,Riverside,33.7416,-116.973
92544,Hemet,California,CA,Riverside,33.739,-116.9243
92545,Hemet,California,CA,Riverside,33.7399,-117.0151
92546,Hemet,California,CA,Riverside,33.7476,-116.9731
92548,Homeland,California,CA,Riverside,33.7453,-117.1118
92549,Idyllwild,California,CA,Riverside,33.7304,-116.7107
92551,Moreno Valley,California,CA,Riverside,33.8814,-117.2261
92552,Moreno Valley,California,CA,Riverside,33.9375,-117.2306
92553,Moreno Valley,California,CA,Riverside,33.9157,-117.2351
92554,Moreno Valley,California,CA,Riverside,33.9375,-117.2306
92555,Moreno Valley,California,CA,Riverside,33.9377,-117.1851
92556,Moreno Valley,California,CA,Riverside,33.9375,-117.2306
92557,Moreno Valley,California,CA,Riverside,33.9553,-117.2457
92561,Mountain Center,California,CA,Riverside,33.7042,-116.7259
92562,Murrieta,California,CA,Riverside,33.5631,-117.2738
92563,Murrieta,California,CA,Riverside,33.569,-117.1783
92564,Murrieta,California,CA,Riverside,33.5539,-117.2139
92567,Nuevo,California,CA,Riverside,33.8123,-117.1048
92570,Perris,California,CA,Riverside,33.7852,-117.3166
92571,Perris,California,CA,Riverside,33.811,-117.218
92572,Perris,California,CA,Riverside,33.7825,-117.2286
92581,San Jacinto,California,CA,Riverside,33.7839,-116.9586
92582,San Jacinto,California,CA,Riverside,33.7883,-116.9819
92583,San Jacinto,California,CA,Riverside,33.7967,-116.9324
92584,Menifee,California,CA,Riverside,33.6647,-117.1743
92585,Sun City,California,CA,Riverside,33.7467,-117.1721
92586,Sun City,California,CA,Riverside,33.7044,-117.1969
92587,Quail Valley,California,CA,Riverside,33.707,-117.245
92589,Temecula,California,CA,Riverside,33.4936,-117.1484
92590,Temecula,California,CA,Riverside,33.4903,-117.1824
92591,Temecula,California,CA,Riverside,33.5217,-117.1286
92592,Temecula,California,CA,Riverside,33.4983,-117.0958
92593,Temecula,California,CA,Riverside,33.4936,-117.1484
92595,Wildomar,California,CA,Riverside,33.6021,-117.264
92596,Winchester,California,CA,Riverside,33.6243,-117.0885
92599,Perris,California,CA,Riverside,33.7825,-117.2286
92602,Irvine,California,CA,Orange,33.7419,-117.7467
92603,Irvine,California,CA,Orange,33.6245,-117.794
92604,Irvine,California,CA,Orange,33.6899,-117.7868
92605,Huntington Beach,California,CA,Orange,33.7151,-118.0077
92606,Irvine,California,CA,Orange,33.6951,-117.8224
92607,Laguna Niguel,California,CA,Orange,33.5269,-117.7117
92609,El Toro,California,CA,Orange,33.624,-117.6908
92610,Foothill Ranch,California,CA,Orange,33.6748,-117.6649
92612,Irvine,California,CA,Orange,33.6607,-117.8264
92614,Irvine,California,CA,Orange,33.6829,-117.8298
92615,Huntington Beach,California,CA,Orange,33.6566,-117.9699
92616,Irvine,California,CA,Orange,33.6519,-117.8361
92617,Irvine,California,CA,Orange,33.6425,-117.8417
92618,Irvine,California,CA,Orange,33.7074,-117.7054
92619,Irvine,California,CA,Orange,33.6706,-117.7645
92620,Irvine,California,CA,Orange,33.7009,-117.7564
92623,Irvine,California,CA,Orange,33.6942,-117.8126
92624,Capistrano Beach,California,CA,Orange,33.46,-117.6632
92625,Corona Del Mar,California,CA,Orange,33.6021,-117.8743
92626,Costa Mesa,California,CA,Orange,33.6801,-117.9085
92627,Costa Mesa,California,CA,Orange,33.6483,-117.9155
92628,Costa Mesa,California,CA,Orange,33.6401,-117.9159
92629,Dana Point,California,CA,Orange,33.4743,-117.6964
92630,Lake Forest,California,CA,Orange,33.6437,-117.6868
92637,Laguna Woods,California,CA,Orange,33.6103,-117.7253
92646,Huntington Beach,California,CA,Orange,33.6654,-117.9686
92647,Huntington Beach,California,CA,Orange,33.721,-118.0033
92648,Huntington Beach,California,CA,Orange,33.6773,-118.0051
92649,Huntington Beach,California,CA,Orange,33.718,-118.0505
92650,East Irvine,California,CA,Orange,33.6795,-117.7609
92651,Laguna Beach,California,CA,Orange,33.5429,-117.7813
92652,Laguna Beach,California,CA,Orange,33.543,-117.7815
92653,Laguna Hills,California,CA,Orange,33.5916,-117.6985
92654,Laguna Hills,California,CA,Orange,33.6042,-117.7154
92655,Midway City,California,CA,Orange,33.7446,-117.984
92656,Aliso Viejo,California,CA,Orange,33.5701,-117.7086
92657,Newport Coast,California,CA,Orange,33.5943,-117.8334
92658,Newport Beach,California,CA,Orange,33.6422,-117.8631
92659,Newport Beach,California,CA,Orange,33.6222,-117.9235
92660,Newport Beach,California,CA,Orange,33.6295,-117.8684
92661,Newport Beach,California,CA,Orange,33.6045,-117.9021
92662,Newport Beach,California,CA,Orange,33.6062,-117.8931
92663,Newport Beach,California,CA,Orange,33.621,-117.9321
92672,San Clemente,California,CA,Orange,33.4361,-117.6231
92673,San Clemente,California,CA,Orange,33.4615,-117.6375
92674,San Clemente,California,CA,Orange,33.4409,-117.6211
92675,San Juan Capistrano,California,CA,Orange,33.5085,-117.6565
92676,Silverado,California,CA,Orange,33.7451,-117.6153
92677,Laguna Niguel,California,CA,Orange,33.5145,-117.7084
92678,Trabuco Canyon,California,CA,Orange,33.6643,-117.5896
92679,Trabuco Canyon,California,CA,Orange,33.6415,-117.5894
92683,Westminster,California,CA,Orange,33.7524,-117.9939
92684,Westminster,California,CA,Orange,33.7627,-118.0072
